PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Department,Order Month,Spend,Lead Time (Days),Qty_LeadTime_Interaction,Cost_per_Unit,Markup_%,High_Markup_Flag,PPI
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,Logistics,2022-10,1230.6299999999999,11.0,561.0,24.13,0.0,False,290.607
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Manufacturing,Delivered,691,42.07,39.1,106.0,Yes,Maintenance,2023-04,27018.100000000002,5.0,3455.0,39.1,0.0,False,326.473
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Chemicals,Delivered,269,50.22,45.75,32.0,No,Production,2022-09,12306.75,7.0,1883.0,45.75,0.0,False,367.861
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Food Products,Pending,1639,56.24,55.4,147.0,Yes,Finance,2022-03,90800.59999999999,18.0,29502.0,55.39999999999999,-1.2825681150904335e-14,False,301.702
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Electronics,Delivered,904,34.04,30.06,26.0,Yes,Production,2023-03,27174.239999999998,7.0,6328.0,30.06,0.0,False,133.933
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Food Products,Delivered,1809,22.17,19.65,74.8034321372855,Yes,Maintenance,2023-07,35546.85,8.0,14472.0,19.65,0.0,False,226.695
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,74.8034321372855,Yes,Finance,2022-04,76517.1,5.0,6490.0,58.95,0.0,False,281.578
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,MRO,Delivered,434,36.16,34.79,41.0,Yes,Maintenance,2022-02,15098.859999999999,20.0,8680.0,34.79,0.0,False,290.327
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Office Supplies,Delivered,1476,68.85,65.28,43.0,Yes,Procurement,2023-10,96353.28,5.0,7380.0,65.28,0.0,False,196.091
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Metals,Delivered,1203,53.3,47.68,49.0,Yes,Procurement,2022-01,57359.04,6.0,7218.0,47.68,0.0,False,423.397
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Office Supplies,Delivered,1126,58.8,52.22,74.8034321372855,Yes,Production,2022-04,58799.72,1.0,1126.0,52.22,0.0,False,217.229
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Services,Delivered,1757,15.18,13.06,63.0,Yes,Production,2022-08,22946.420000000002,12.0,21084.0,13.06,0.0,False,104.113
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,Finance,2022-06,28262.120000000003,8.0,6232.0,36.28,0.0,False,305.793
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Services,Partially Delivered,1489,107.02,93.3,74.8034321372855,Yes,Maintenance,2023-05,138923.69999999998,14.0,20846.0,93.29999999999998,-1.523135553612219e-14,False,105.424
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Metals,Delivered,296,40.38,35.25,74.8034321372855,Yes,Procurement,2022-08,10434.0,3.0,888.0,35.25,0.0,False,374.122
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,Services,Delivered,885,88.28,80.8,31.0,Yes,Finance,2023-02,71508.0,12.0,10620.0,80.8,0.0,False,105.104
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,Production,2022-03,45586.799999999996,4.0,6048.0,30.15,0.0,False,355.017
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,74.8034321372855,No,Maintenance,2022-06,17045.28,8.0,2016.0,67.64,0.0,False,243.575
PO-00302,Alpha_Inc,2023-01-24,2022-02-13,Services,Cancelled,1257,83.13,81.89,30.0,Yes,Maintenance,2023-01,102935.73,10.776811594202899,13546.452173913043,81.89,0.0,False,104.716
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Electronics,Delivered,172,63.61,55.92,4.0,Yes,Production,2022-01,9618.24,17.0,2924.0,55.92,0.0,False,125.904
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Metals,Pending,450,55.85,49.88,9.0,Yes,Maintenance,2023-02,22446.0,1.0,450.0,49.88,0.0,False,332.616
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Services,Delivered,816,48.95,43.42,45.0,Yes,Procurement,2022-09,35430.72,16.0,13056.0,43.42,0.0,False,103.94
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,MRO,Delivered,343,44.5,38.57,7.0,Yes,Finance,2023-04,13229.51,14.0,4802.0,38.57,0.0,False,326.473
PO-00307,Gamma_Co,2022-10-20,2022-11-05,Food Products,Delivered,329,97.87,85.35,21.0,No,Production,2022-10,28080.149999999998,16.0,5264.0,85.35,0.0,False,280.361
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Chemicals,Delivered,1910,90.69,85.8,74.8034321372855,Yes,Finance,2023-03,163878.0,15.0,28650.0,85.8,0.0,False,328.027
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,Food Products,Delivered,933,107.99,104.29,29.0,Yes,Maintenance,2023-12,97302.57,3.0,2799.0,104.29,0.0,False,190.589
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Food Products,Delivered,1683,23.09,21.88,253.0,Yes,Maintenance,2023-07,36824.04,5.0,8415.0,21.88,0.0,False,226.695
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Food Products,Pending,247,84.11,71.97,74.8034321372855,Yes,Production,2023-11,17776.59,9.0,2223.0,71.97,0.0,False,189.425
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,Manufacturing,Delivered,1031,102.01,98.65,74.8034321372855,Yes,Procurement,2023-05,101708.15000000001,19.0,19589.0,98.65,0.0,False,328.213
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Services,Delivered,1980,26.97,24.16,41.0,Yes,Logistics,2022-06,47836.8,11.0,21780.0,24.16,0.0,False,104.27
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Electronics,Delivered,1584,16.46,14.2,57.0,Yes,Production,2022-07,22492.8,20.0,31680.0,14.2,0.0,False,130.485
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,MRO,Delivered,801,80.15,70.91,74.8034321372855,Yes,Logistics,2022-10,56798.909999999996,15.0,12015.0,70.91,0.0,False,313.525
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Food Products,Delivered,193,63.86,57.46,74.8034321372855,Yes,Logistics,2022-08,11089.78,14.0,2702.0,57.46,0.0,False,274.406
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Electronics,Delivered,658,86.62,79.85,72.0,Yes,Procurement,2022-03,52541.299999999996,4.0,2632.0,79.85,0.0,False,127.511
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Office Supplies,Delivered,1274,24.72,23.36,37.0,Yes,Logistics,2023-08,29760.64,18.0,22932.0,23.36,0.0,False,199.121
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Office Supplies,Partially Delivered,1197,88.92,78.82,31.0,Yes,Logistics,2023-07,94347.54,7.0,8379.0,78.82,0.0,False,204.108
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Raw Materials,Delivered,236,28.43,28.11,11.0,Yes,Procurement,2022-03,6633.96,8.0,1888.0,28.11,0.0,False,355.017
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Electronics,Partially Delivered,1399,25.97,22.19,62.0,Yes,Logistics,2022-11,31043.81,15.0,20985.0,22.19,0.0,False,132.147
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Food Products,Delivered,513,24.91,22.58,29.0,Yes,Logistics,2022-02,11583.539999999999,4.0,2052.0,22.58,0.0,False,260.151
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,Raw Materials,Delivered,1422,83.73,76.47,198.0,Yes,Logistics,2022-02,108740.34,11.0,15642.0,76.47,0.0,False,341.778
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Food Products,Delivered,1844,76.51,73.05,74.8034321372855,Yes,Production,2023-08,134704.19999999998,12.0,22128.0,73.05,0.0,False,211.044
PO-00325,Gamma_Co,2023-05-04,2022-02-13,Packaging,Delivered,709,61.64,54.55,41.0,Yes,Production,2023-05,38675.95,10.776811594202899,7640.759420289855,54.55,0.0,False,287.541
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,74.8034321372855,No,Production,2023-05,33967.14,16.0,13008.0,41.78,0.0,False,328.213
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Chemicals,Delivered,1004,96.51,92.9,146.0,No,Procurement,2023-06,93271.6,3.0,3012.0,92.9,0.0,False,292.119
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Electronics,Delivered,452,46.45,40.39,9.0,Yes,Maintenance,2022-06,18256.28,4.0,1808.0,40.39,0.0,False,129.789
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Office Supplies,Pending,1419,83.91,71.46,137.0,Yes,Logistics,2022-02,101401.73999999999,12.0,17028.0,71.46,0.0,False,213.299
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Manufacturing,Delivered,1584,53.73,51.92,167.0,No,Logistics,2023-06,82241.28,18.0,28512.0,51.92,0.0,False,328.454
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,Procurement,2022-03,8586.76,18.0,3528.0,43.81,0.0,False,293.344
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Raw Materials,Delivered,1221,53.19,46.18,29.0,Yes,Logistics,2022-07,56385.78,4.0,4884.0,46.18,0.0,False,379.705
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Food Products,Delivered,913,37.5,36.2,74.8034321372855,Yes,Production,2022-03,33050.600000000006,14.0,12782.0,36.2,0.0,False,301.702
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Food Products,Delivered,1784,85.01,76.69,37.0,Yes,Maintenance,2023-09,136814.96,2.0,3568.0,76.69,0.0,False,194.918
PO-00335,Delta_Logistics,2022-03-11,2022-02-13,Electronics,Delivered,1893,55.8,52.35,74.8034321372855,Yes,Finance,2022-03,99098.55,10.776811594202899,20400.50434782609,52.35,0.0,False,127.511
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,Logistics,2023-11,17350.5,12.0,6456.0,32.25,0.0,False,134.879
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Manufacturing,Pending,978,94.15,87.7,149.0,No,Production,2022-08,85770.6,17.0,16626.0,87.7,0.0,False,310.814
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,MRO,Cancelled,1713,47.45,42.05,53.0,Yes,Finance,2023-02,72031.65,16.0,27408.0,42.05,0.0,False,321.077
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Packaging,Pending,600,60.1,57.92,95.0,No,Maintenance,2022-05,34752.0,4.0,2400.0,57.92,0.0,False,285.258
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Services,Pending,387,100.28,85.54,5.0,Yes,Finance,2023-08,33103.98,18.0,6966.0,85.54,0.0,False,106.175
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,Raw Materials,Pending,921,68.83,59.13,22.0,Yes,Production,2022-09,54458.73,9.0,8289.0,59.13,0.0,False,348.66
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,Manufacturing,Delivered,690,22.47,21.94,77.0,Yes,Finance,2023-08,15138.6,14.0,9660.0,21.94,0.0,False,330.359
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Food Products,Cancelled,1852,104.04,94.89,36.0,Yes,Procurement,2023-09,175736.28,20.0,37040.0,94.89,0.0,False,194.918
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Metals,Delivered,522,66.83,58.01,74.0,Yes,Finance,2022-02,30281.219999999998,18.0,9396.0,58.01,0.0,False,394.696
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Office Supplies,Delivered,200,44.16,43.13,21.0,Yes,Logistics,2023-09,8626.0,9.0,1800.0,43.13,0.0,False,190.761
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Chemicals,Delivered,1488,22.76,21.99,74.8034321372855,Yes,Logistics,2022-03,32721.12,9.0,13392.0,21.99,0.0,False,362.244
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,MRO,Delivered,1371,87.16,78.13,43.0,Yes,Procurement,2023-03,107116.23,10.0,13710.0,78.13,0.0,False,323.293
PO-00348,Alpha_Inc,2023-11-05,2022-02-13,MRO,Delivered,1684,73.05,62.53,74.8034321372855,Yes,Production,2023-11,105300.52,10.776811594202899,18148.150724637682,62.53,0.0,False,332.007
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Manufacturing,Delivered,312,63.52,58.09,74.8034321372855,Yes,Logistics,2023-08,18124.08,6.0,1872.0,58.09,0.0,False,330.359
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Chemicals,Cancelled,1837,99.04,86.51,39.0,Yes,Maintenance,2023-08,158918.87,19.0,34903.0,86.50999999999999,-1.6426834718763152e-14,False,275.818
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,Office Supplies,Delivered,193,87.86,81.74,21.0,Yes,Logistics,2023-06,15775.82,3.0,579.0,81.74,0.0,False,203.2
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Chemicals,Delivered,395,24.83,23.96,31.0,Yes,Logistics,2022-11,9464.2,1.0,395.0,23.96,0.0,False,369.306
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Food Products,Cancelled,673,39.58,35.83,25.0,Yes,Production,2022-09,24113.59,17.0,11441.0,35.83,0.0,False,290.946
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Manufacturing,Cancelled,1066,33.33,28.47,162.0,No,Finance,2022-07,30349.02,14.0,14924.0,28.47,0.0,False,309.376
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Services,Delivered,1645,85.42,80.78,73.0,No,Logistics,2023-11,132883.1,6.0,9870.0,80.78,0.0,False,106.48
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Services,Delivered,930,13.67,11.95,16.0,Yes,Procurement,2022-11,11113.5,11.0,10230.0,11.95,0.0,False,104.092
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,Finance,2022-09,2861.1,19.0,969.0,56.1,0.0,False,254.218
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Electronics,Delivered,946,81.77,71.65,55.0,Yes,Maintenance,2022-09,67780.90000000001,2.0,1892.0,71.65,0.0,False,131.312
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Metals,Partially Delivered,1377,94.69,84.2,74.8034321372855,Yes,Production,2023-02,115943.40000000001,20.0,27540.0,84.2,0.0,False,332.616
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Raw Materials,Cancelled,303,41.6,40.51,11.0,Yes,Maintenance,2022-05,12274.529999999999,3.0,909.0,40.51,0.0,False,374.198
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Office Supplies,Delivered,1725,93.14,79.62,24.0,Yes,Finance,2023-11,137344.5,14.0,24150.0,79.62,0.0,False,199.526
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Packaging,Cancelled,502,22.05,20.65,50.0,No,Finance,2023-10,10366.3,15.0,7530.0,20.65,0.0,False,284.458
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Services,Delivered,1110,90.49,80.03,61.0,Yes,Finance,2022-11,88833.3,7.0,7770.0,80.03,0.0,False,104.092
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Office Supplies,Delivered,1233,23.08,20.57,74.8034321372855,Yes,Maintenance,2023-04,25362.81,4.0,4932.0,20.57,0.0,False,237.568
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Services,Delivered,1064,48.04,43.6,94.0,Yes,Finance,2022-11,46390.4,4.0,4256.0,43.6,0.0,False,104.092
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,74.8034321372855,Yes,Maintenance,2022-03,4439.9,19.0,1102.0,76.55,0.0,False,276.725
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,Services,Delivered,1306,23.49,20.17,116.0,No,Finance,2022-01,26342.02,10.0,13060.0,20.17,0.0,False,105.133
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,74.8034321372855,No,Procurement,2023-04,34316.16,13.0,15236.0,29.280000000000005,1.2133584968580944e-14,False,134.06
PO-00369,Alpha_Inc,2023-09-29,2022-02-13,MRO,Delivered,1732,82.5,71.71,24.0,Yes,Finance,2023-09,124201.71999999999,10.776811594202899,18665.43768115942,71.71,0.0,False,331.391
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Chemicals,Delivered,865,81.54,71.59,39.0,Yes,Maintenance,2023-07,61925.350000000006,7.0,6055.0,71.59,0.0,False,274.347
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Electronics,Delivered,257,68.72,66.92,22.0,Yes,Logistics,2022-04,17198.44,7.0,1799.0,66.92,0.0,False,127.926
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Services,Delivered,1204,73.18,67.59,31.0,Yes,Finance,2022-03,81378.36,9.0,10836.0,67.59,0.0,False,104.462
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,MRO,Partially Delivered,453,64.14,60.18,51.0,Yes,Logistics,2023-07,27261.54,4.0,1812.0,60.18,0.0,False,329.921
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Food Products,Delivered,201,33.81,32.54,3.0,Yes,Procurement,2022-08,6540.54,14.0,2814.0,32.54,0.0,False,274.406
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,MRO,Delivered,103,44.61,42.88,10.0,Yes,Production,2023-06,4416.64,13.0,1339.0,42.88,0.0,False,328.454
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Metals,Delivered,1193,27.4,27.09,74.8034321372855,Yes,Procurement,2022-09,32318.37,8.0,9544.0,27.09,0.0,False,353.075
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Chemicals,Partially Delivered,1746,93.6,89.81,85.0,Yes,Finance,2022-05,156808.26,12.0,20952.0,89.81,0.0,False,396.601
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Office Supplies,Delivered,1993,65.94,59.36,74.8034321372855,Yes,Logistics,2022-12,118304.48,2.0,3986.0,59.36,0.0,False,258.453
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Metals,Delivered,677,46.54,43.11,74.8034321372855,No,Logistics,2022-03,29185.47,15.0,10155.0,43.11,0.0,False,397.639
PO-00380,Alpha_Inc,2022-09-08,2022-02-13,Manufacturing,Pending,636,53.64,49.23,18.0,Yes,Maintenance,2022-09,31310.28,10.776811594202899,6854.052173913044,49.23,0.0,False,312.08
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Manufacturing,Delivered,1698,100.97,98.73,52.0,Yes,Logistics,2023-01,167643.54,19.0,32262.0,98.73,0.0,False,320.067
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Manufacturing,Delivered,1493,24.87,22.89,56.0,Yes,Maintenance,2022-10,34174.770000000004,13.0,19409.0,22.890000000000004,1.5520811178682835e-14,False,313.525
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Office Supplies,Delivered,1495,64.33,58.18,26.0,Yes,Production,2022-06,86979.1,14.0,20930.0,58.18000000000001,1.2212834921968034e-14,False,243.575
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Metals,Cancelled,153,59.42,52.0,3.0,Yes,Finance,2023-03,7956.0,13.0,1989.0,52.0,0.0,False,340.753
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Office Supplies,Delivered,303,12.97,11.42,74.8034321372855,No,Production,2023-12,3460.2599999999998,20.0,6060.0,11.42,0.0,False,205.776
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Metals,Delivered,1300,92.92,90.63,74.8034321372855,Yes,Logistics,2022-11,117819.0,12.0,15600.0,90.63,0.0,False,327.874
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Packaging,Delivered,1185,103.28,99.05,74.8034321372855,Yes,Logistics,2023-09,117374.25,4.0,4740.0,99.05,0.0,False,284.394
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Packaging,Delivered,559,67.56,57.98,15.0,Yes,Production,2023-11,32410.82,19.0,10621.0,57.98,0.0,False,284.54
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Food Products,Pending,1546,78.88,78.0,38.0,Yes,Logistics,2023-06,120588.0,3.0,4638.0,78.0,0.0,False,257.294
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Chemicals,Delivered,148,93.02,85.96,4.0,Yes,Production,2022-01,12722.08,10.0,1480.0,85.96,0.0,False,340.381
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Packaging,Delivered,202,81.75,78.26,37.0,No,Maintenance,2023-11,15808.52,8.0,1616.0,78.26,0.0,False,284.54
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Chemicals,Delivered,1934,25.86,25.6,78.0,Yes,Maintenance,2023-07,49510.4,6.0,11604.0,25.6,0.0,False,274.347
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Food Products,Delivered,963,64.96,64.07,20.0,Yes,Production,2022-11,61699.409999999996,4.0,3852.0,64.07,0.0,False,277.504
PO-00395,Gamma_Co,2023-11-11,2023-11-18,Services,Delivered,1969,71.71,61.96,74.8034321372855,Yes,Maintenance,2023-11,121999.24,7.0,13783.0,61.96,0.0,False,106.48
PO-00396,Delta_Logistics,2022-04-17,2022-02-13,Electronics,Delivered,927,48.89,46.05,138.0,Yes,Maintenance,2022-04,42688.35,10.776811594202899,9990.104347826087,46.05,0.0,False,127.926
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Food Products,Cancelled,387,77.81,69.04,67.0,Yes,Maintenance,2022-05,26718.480000000003,5.0,1935.0,69.04,0.0,False,322.3
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Manufacturing,Delivered,1779,97.86,94.36,176.0,Yes,Procurement,2022-09,167866.44,5.0,8895.0,94.36,0.0,False,312.08
PO-00399,Gamma_Co,2022-04-29,2022-05-05,Metals,Pending,871,94.7,92.66,46.0,Yes,Finance,2022-04,80706.86,6.0,5226.0,92.66,0.0,False,405.655
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Chemicals,Delivered,1236,51.33,44.03,25.0,Yes,Logistics,2022-04,54421.08,3.0,3708.0,44.03,0.0,False,399.403
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,Manufacturing,Delivered,1006,101.1,89.04,139.0,Yes,Maintenance,2022-06,89574.24,19.0,19114.0,89.04,0.0,False,305.793
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Office Supplies,Cancelled,1754,89.35,86.54,161.0,No,Production,2022-10,151791.16,15.0,26310.0,86.54,0.0,False,252.599
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Chemicals,Delivered,210,22.17,21.32,10.0,Yes,Maintenance,2022-10,4477.2,19.0,3990.0,21.32,0.0,False,363.717
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,Raw Materials,Delivered,1653,102.16,91.91,217.0,Yes,Finance,2023-09,151927.22999999998,20.0,33060.0,91.90999999999998,-1.5461706794910244e-14,False,309.362
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,Food Products,Partially Delivered,850,91.38,88.41,24.0,Yes,Maintenance,2022-08,75148.5,11.0,9350.0,88.41,0.0,False,274.406
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Office Supplies,Delivered,447,59.81,57.92,13.0,Yes,Production,2022-12,25890.24,3.0,1341.0,57.92,0.0,False,258.453
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Electronics,Delivered,1350,65.11,56.95,71.0,Yes,Finance,2022-07,76882.5,10.0,13500.0,56.95,0.0,False,130.485
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Manufacturing,Delivered,865,51.19,47.76,83.0,Yes,Maintenance,2023-12,41312.4,19.0,16435.0,47.760000000000005,1.48773604639887e-14,False,332.137
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,Services,Delivered,1989,16.5,15.89,57.0,Yes,Finance,2023-10,31605.210000000003,17.0,33813.0,15.89,0.0,False,106.213
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,MRO,Delivered,1577,41.77,39.58,32.0,Yes,Logistics,2022-09,62417.659999999996,15.0,23655.0,39.58,0.0,False,312.08
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Electronics,Pending,1969,89.25,87.28,108.0,No,Logistics,2023-06,171854.32,2.0,3938.0,87.28,0.0,False,133.752
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Raw Materials,Partially Delivered,1465,11.25,9.61,151.0,Yes,Maintenance,2023-05,14078.65,10.0,14650.0,9.61,0.0,False,323.285
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,MRO,Pending,1208,41.62,39.46,74.8034321372855,Yes,Finance,2022-09,47667.68,3.0,3624.0,39.46,0.0,False,312.08
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Office Supplies,Delivered,1268,46.06,45.26,123.0,Yes,Production,2022-02,57389.68,17.0,21556.0,45.26,0.0,False,213.299
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,Maintenance,2022-04,24763.5,19.0,8550.0,55.03,0.0,False,217.229
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,Logistics,2023-10,65613.47,2.0,1378.0,95.23,0.0,False,134.645
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,Logistics,2023-03,42691.6,19.0,21014.0,38.6,0.0,False,323.293
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Chemicals,Delivered,737,43.08,42.58,21.0,Yes,Maintenance,2022-10,31381.46,11.0,8107.0,42.58,0.0,False,363.717
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Office Supplies,Delivered,509,76.76,74.72,7.0,No,Finance,2022-02,38032.479999999996,17.0,8653.0,74.72,0.0,False,213.299
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Office Supplies,Delivered,1004,50.7,46.59,27.0,Yes,Logistics,2022-01,46776.36,2.0,2008.0,46.59,0.0,False,212.003
PO-00422,Gamma_Co,2022-12-08,2022-12-19,Raw Materials,Pending,1956,31.88,28.48,86.0,Yes,Finance,2022-12,55706.88,11.0,21516.0,28.48,0.0,False,332.219
PO-00423,Delta_Logistics,2022-05-14,2022-02-13,Manufacturing,Delivered,519,51.73,47.52,81.0,No,Logistics,2022-05,24662.88,10.776811594202899,5593.165217391304,47.52,0.0,False,302.511
PO-00424,Gamma_Co,2023-10-15,2023-10-21,Chemicals,Partially Delivered,1448,25.06,21.62,84.0,Yes,Logistics,2023-10,31305.760000000002,6.0,8688.0,21.62,0.0,False,278.089
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Raw Materials,Delivered,1095,26.91,23.75,53.0,Yes,Procurement,2022-09,26006.25,15.0,16425.0,23.75,0.0,False,348.66
PO-00426,Alpha_Inc,2022-06-15,2022-02-13,Packaging,Delivered,799,56.22,49.51,18.0,Yes,Logistics,2022-06,39558.49,10.776811594202899,8610.672463768116,49.51,0.0,False,289.831
